reviewer,description,rating,review_date
Jia Qiu,,5.0,a year ago
Hsin Jung,"Wasif, as always, is topnotch in service.  Good job!",5.0,a year ago
Mackenzie Ridgley,,5.0,a year ago
Theresa Chua,Concord Honda is one of the cleanest and modern dealership I have ever seen. The place is so huge with huge inventory of vehicles. Waiting area is equipped with nice comfortable sofas with access to computers and free coffee. …,5.0,a year ago
samson Adewale,,5.0,a year ago
Jose Almendarez,Great service with great timing! Gino helped me out and was great in giving me info about my vehicle. Got me out of there in good time!  Learned more about my vehicle as well thanks to his knowledge! Concord Honda is the BEST!!!!,5.0,a year ago
Tylet Lawson,,5.0,a year ago
Micaela Kincaid,Eddie was great!!!,5.0,a year ago
Tracy Schwartz,,5.0,a year ago
Wilbur Canizalez,Service was quick and easy. Love the fact that I get a carwash with the service. Fit me in last minute and my advisor was very honest and helpful!,5.0,a year ago
Matthew Garcia,,5.0,a year ago
Erick Bermudez,,5.0,a year ago
ERLINDA CASTRO,,5.0,a year ago
Michael Lopez,Quick and friendly service. There were no attempts to oversell but rather only the work that was needed,5.0,a year ago
Scott Farmer,"Chris was personable, honest, and responsive. He followed up quickly on our requests for information and kept us informed of options available. I would happily recommend his services.",5.0,a year ago
Peter Connolly,"The salespeople, especial Mo & Karim, were very helpful.  They answered all our questions and helped get us a good deal.  The followup orientation was very helpful too.",5.0,a year ago
Diana R,"Several weeks ago, I called the service department to get a price for a set of four new tires.  I received a quote that I thought quoted the overall labor and maintenance, new parts, etc.  When I went in for service, I was quoted a …",5.0,a year ago
Tony Lamesajan,Service is excellent and helpful.,5.0,a year ago
June Rullamas,,5.0,a year ago
beeta foro,I took my car in for a small repair and an oil change; Jacob (service advisor) was very helpful in managing the situation by communicating effectively and getting the job done on time. I would highly recommend the Concord Honda. No matter …,5.0,a year ago
Lynn Pasco,"Kenji followed up on two items that I asked about: a power steering fluid leak and the wipers.  He showed me where to watch the fluid level for the small leak.  And then he didn't think the wipers were good enough, so when he brought the car over he replaced the front wipers right there.",5.0,a year ago
Saved by Grace,Awesome experience! Second car I’ve bought from Christina through the Costco program in the last year and half. She makes buying a car a relaxing experience. I highly recommend Concord Honda!,5.0,a year ago
Amelia Cunanan,,5.0,a year ago
Gino Cancilla,Had  Great experience ! Savaun Davis was my salesmen . He was awesome showed me a few options got me out on few test drives and help my car buying experience seamless.  I would recomend checking these guys out if you are in need of new or used car !,5.0,a year ago
Francisco Ibarra,I was looking to replace my commuter car that I had for ten years and came across Honda of concord inventory and was interested in a 2012 Honda accord. I called to see if the vehicle was still available. I spoke with anna and she could not …,1.0,a year ago
Diana Perez,"Ali Maloky thank you sooooo much for helping me find a car that I enjoy & love so much! The color is amazing if you need to buy a car I suggest you speak or ask for Ali maloky! Super sweet and professional! Thanks again for such an amazing experience, and friendly people that work there.",5.0,a year ago
Ezequiel Morales,,5.0,a year ago
Hannah Koinange,The team at Honda Concord have very Good Service. Knowledgeable Staff. Especially Lefie Stridiron who gave us very Good advice and helped us purchase our new car Honda CRV. We thank her for her zeal in making sure that we got the brand new …,5.0,a year ago
Reyna Olvera,Julian worked hard to get my car done and at a reasonable rate. Thank you for your hard work.,5.0,a year ago
caroline carlson-Ives,"I went to 3 different Honda dealer ship, Concord.",4.0,a year ago
Ana Iris Angel,,5.0,a year ago
Michelle Merlonghi,Excellent service!,5.0,a year ago
Sohrab Aslai,Awesome customer service and fast as well a great guy named Jacob P helped me out and was a fun guy to talk to,5.0,a year ago
Leroy Marshall,,5.0,a year ago
T Anderson,Excellent service was provided,5.0,a year ago
Brandon Crookshank,Cristina was fabulous. She knows how to deliver excellent service.,5.0,a year ago
Kristina Gomez,,5.0,a year ago
PRESTON BORCHARDT,,1.0,a year ago
Carrie Palomo,Really easy.  Super quick.  Gino was really nice.  Car looked perfect when I picked it up.,5.0,a year ago
Gary Rosenberg,My experience with Concord Honda from the moment I bought my car there and including the service they provide has been excellent.  They are always willing to go the extra mile to make sure I am happy. …,5.0,a year ago
Ryan Filibert,,5.0,a year ago
Saki Samora,,5.0,a year ago
Ken Stutzman,,5.0,a year ago
Rajat Banerjee,,5.0,a year ago
Darius Jefferson,Friendly service. Got my car back when I was told.,4.0,a year ago
Esther Min,,5.0,a year ago
Johnette Dionne,Been a customer since 2006 never disappointed with the service!,5.0,a year ago
Fiker Weldetsadik,,5.0,a year ago
Erika Vaclav,I just recently leased a new car at Concod Honda and their service was amazing. Ali was very knowledgeable at all the questions I had about leasing a new car. They make the leasing very easy to understand. Thanks Concord Honda.,5.0,a year ago
Kit Colwell,,5.0,a year ago
Abe Navarro,As usual they knocked it out of the park. Checked me and out on time. No hassles.,5.0,a year ago
G Olsen,They were very helpful and they found the car I wanted on another lot. So they traded cars for me. I got the car on the same day. I am very pleased with my new car Thanks Concord Honda and Chris Zacharakis,5.0,a year ago
Saher Kabiri,,5.0,a year ago
Dennis Weidenbach,"Big dealer, lots of new cars to choose from. Good service dept.",4.0,a year ago
stcshindo,"My in-laws bought a CR-V from Roberto and we had the best car buying experience.  From start to finish Roberto was extremely patient, flexible, accommodating, and did I mention patient? …",5.0,a year ago
C S,,5.0,a year ago
Kara Malig,I have had the worst customer service ever. I was transferred 7 times and never got through to anyone. I wished that you guys put half as much money into getting maybe more service people as you do in your sales department. I wished I never …,2.0,a year ago
Hung Luong,,4.0,a year ago
Sarah Ellis,,5.0,a year ago
Jesus Barrios,,5.0,a year ago
Marilyn Ejike,"Wow, Ali made my experience very smooth. I went in to trade my old Nissan for a Honda, and Ali went above and beyond and made sure I got a great deal I couldn't refuse. I love my Honda CR-V. Thank you to Ali and the entire team at Concord Honda!",5.0,a year ago
Madison Barrett Schmalz,Karim was very helpful,5.0,a year ago
Valeria Navea,,5.0,a year ago
Kriss Lima,Service was fine I went in for an oil change and tire rotation like I always do. But for the 3rd time in a row they failed to reset the sensor for the tire pressure and I had to come back yet again after I drove off the lot. They know this …,2.0,a year ago
Milin Shandilya,we walked in Honda Concord showroom just to see cars and with least thought of buying it actually. but we liked the welcoming courtesy of staff so much that we saw few cars and ended up with CRV. After test drive and getting to know all the …,5.0,a year ago
Angelo Lerma,,4.0,a year ago
Slimjamin Franklin,"Shout out To Keon McDonald, excellent customer service, stand up guy, and actually takes the time to make sure his customers are happy. My car had sensor errors in less than 24 hours of purchasing brand new. He made sure I got a rental, he …",5.0,a year ago
Juneau Darren Paragas,,5.0,a year ago
Eddie Almendares,Very professional no pressure salesman,5.0,a year ago
Jeovani Cienega,Great service. Fast and excellent service since we first arrived! For sure will recommend!,5.0,a year ago
melissa rabara,Listened to what we wanted and delivered. Fast and painless. Leo our salesman was great!!!,5.0,a year ago
john quezada,Roy and Ali are the only persons we dealt with and they are both outstanding.  Everyone we can send your way would be thrilled and priveledged to work with them both. …,5.0,a year ago
Itzel Rivera,,5.0,a year ago
Sarai Hoffman,So happy in here!! Leo and Mike are best!!,5.0,a year ago
Eileen Lui,,5.0,a year ago
Douglass Whitaker,Lots of standing around,3.0,a year ago
Joe Davis,,5.0,a year ago
Joshua Rodriguez,,5.0,11 months ago
Lennon Edrosolan,,5.0,11 months ago
hector armijo,,5.0,11 months ago
Robert Macaraeg,Not good. I was told to settle on a 41000 loan agreement on 29000 clarity. I thought it was a ridiculous amount on a car with no power seats nor did it have a sunroof. The person I dealt with kept asking what payment I would be comfortable …,1.0,11 months ago
Tony Osbey,This place is awesome. They always take good care of me. And the staff is super friendly,5.0,11 months ago
Mark Burbridge,,5.0,11 months ago
Destiny Sweet,,5.0,11 months ago
Alcir Cabral,,4.0,11 months ago
Donell Allen,I have come to this dealership since I bought my car. 2013.,1.0,11 months ago
Florina Nunez,,5.0,a year ago
Mark Evans,,4.0,a year ago
Lamarr Shirden,,1.0,a year ago
Tee Kirky,,3.0,a year ago
Steven Linares,,5.0,11 months ago
Bob Royster,"A slight delay in getting a service rep to help me, but in all other regards the Honda experience was excellent.",5.0,11 months ago
Christina Fluty,Very polite and professional people to buy a car from.,5.0,11 months ago
Christopher Stone,,5.0,11 months ago
Jacob Garcia,Very helpful with my needs and prompt. Customer service top notch and reasonable.,5.0,11 months ago
Alicia Pena,,5.0,11 months ago
I. Moreno,My husband and I have previously visited Concord Honda to upgrade his 2013 Civic to a newer model. We had a fairly interesting interaction with another worker. I was trying to convince my husband to upgrade his car while the worker was …,5.0,11 months ago
Brenda Ashley,I went to Concord Honda on Friday to potentially lease a vehicle and K.Ali was my sales consultant. He was really helpful and professionally. He Answered all my question and through that I made the decision to lease my CR-V.  I also met …,5.0,11 months ago
El mero mero,Good dealer,5.0,a year ago
treesquirrel77,I had a very good experience buying my new Accord at Concord Honda. I am a repeat customer at this dealership with a mega inventory and would recommend Leo in sales as a really great guy to work with.,5.0,a year ago
Ann Hartwig,"I arrived early and my service writer saw me pull in and met me right away. He was very conversational,  built rapport quickly,  provided education on the service that was scheduled. I was really impressed with him. I wish I could request him for all future services.",5.0,a year ago
Douglas Jovel,,5.0,11 months ago
Mellzachu G,,5.0,11 months ago
Luis Leonard Sanchez,"Been visiting my home dealer for a few years now, always a great experience with their crew.",5.0,11 months ago
Ashley Vargas,,5.0,11 months ago
Naomi Br,,5.0,11 months ago
Jen Camp,thank you so much Lefie and Gianna for helping us! Best customer service and Best deal!! Just looking for 1 but Got 2 cars with best deal!,5.0,11 months ago
Tyerell Sturgescofer,Sandra did an excellent job serving me will be returning for sure !,5.0,11 months ago
Hisham Arekat,I got excellent service from everyone at concord Honda including the sales and finance teams,5.0,11 months ago
Kyle Rudd,,5.0,11 months ago
Magdy Morcos,I love this service,5.0,11 months ago
Darwin Linares garcia,,5.0,11 months ago
Gerry Antonio,Good customer service by Jaeson Leano. The maintenance service performed was promised on time.,5.0,11 months ago
Allisen Fillon,,5.0,11 months ago
Minette Eusantos,"I am from Daly City, but we went to Concord because of Lef, she is the one who always help us and her kids.She is a asset to your company.",5.0,11 months ago
Kevin Kirby,Too expensive....36.36 for parts on a oil change and 148.18 for Labor....almost 700 bucks for tires is a little too much....,2.0,11 months ago
Erika Guzman,Great experience working with Jenifer. She was awesome!,5.0,11 months ago
C.E. B.,Large selection of cars,3.0,11 months ago
Life Life,Honda 2017.,5.0,11 months ago
Sha'Rena Moore,Very helpful and respectful employees,5.0,11 months ago
Leina Kennedy,"I went it to trade my lease in, WAY better experience then Walnut Creek Honda. Roy L.and Chris Z. are an absolute pleasure to work with and Michelle from finance, well she sure did know how to keep my 4 year old busy while I signed all my paperwork! I would absolutely recommend this dealership to everyone!",5.0,11 months ago
Dorene Pinkston,,5.0,10 months ago
Primo Moreno,,5.0,10 months ago
Purita Mariano,,5.0,10 months ago
Dominic Pedro,My client Advisor has an excellent attitude and deserves a raise. Wish the used car I bought came with 2 keys :( but other than that I’m very satisfied.,5.0,10 months ago
Benedict Rozario,"Came all the way from San Francisco to Honda Concord and Gianella Cruz was there to Greet me. It was my first time buying a car and Gianna(Gianella) helped me get me my first car It was a fast and smooth transactions, I must say that this …",5.0,10 months ago
Veronica Aldana,,5.0,10 months ago
benicia brooks,I had a wonderful experience here I’m thankful for my car I’m eager to telling everyone about concord Honda Demetrius was a WONDERFUL HOST excellent and patient,5.0,10 months ago
Pawan Samplay,,5.0,11 months ago
Angela Rodrigues,We had come in to just look at SUVs but we left with the perfect one for our family. Karim was absolutely amazing and patient with us from the moment he said hello. We learned all the features of the car plus more! We will definitely come back again in the future.,5.0,11 months ago
Bruno Alegria,,5.0,11 months ago
Erin Allen,,5.0,10 months ago
rebecca h,I had a really good car buying experience here with Glenn.  I was in a tricky situation with my credit score and in the middle of ending a previous car loan after my car was totaled. I appreciated his patience and time he took to get me an …,5.0,10 months ago
Devin Collier,"Update: Knocking down to one star. Apparently, if you get your car serviced here, you automatically get signed up for junk mail (I've received several). I didn't agree to receive endless junk mail that you can't 'unsubscribe'. Why can't …",1.0,10 months ago
John Thunem,,5.0,10 months ago
Cindy S.,"As soon as we stepped inside the dealer, Ace immediately offered his help. We have a wonderful time in purchasing my car. Very friendly environment.",5.0,10 months ago
Jessica Rivera,Most horrible experience ever bought a vehicle at night come to find out in the morning when I went in the car. There was infested with roaches. I can't believe this happened. I had to wait for a week to get a new vehicle. And they had to …,1.0,10 months ago
Misty Colridge,,5.0,10 months ago
Jody Dolinsky,,5.0,10 months ago
Nancy Olivos,"The team at concord Honda was excellent. I felt very well taken care of. I left the dealership happy with my purchase.Thank you to Xavier, MO and Manny.",5.0,10 months ago
Borislav Hristov,Very friendly personnel with a high level of expertise.,5.0,10 months ago
eva ramirez,,4.0,10 months ago
Angela Page,The staff there were very polite.,5.0,10 months ago
Gursirat Kaur,I was helped at every step.,5.0,10 months ago
Joseph Garcia,"Luv da girl who help us.. she so kind and friendly!! Shot out to jan,,😊👍🏾",5.0,10 months ago
Denisse A,"We received over the top assistance throughout the whole process. We were just going in to look around and see what cars were available, and we ended up coming out of there with a brand new car. A big thank you to Jose for the great service …",5.0,10 months ago
Crazio Burrito,Great and quality services  !,5.0,10 months ago
Rodolfo Erazo,"(Translated by Google) Excellent attention the seller who helped me had a lot of patience and answered all my questions with kindness, all his staff was very friendly. And the process was fast. Thank you. …",5.0,10 months ago
Sandy Gibson,"Everything was taken care of in the time I was given. Service person, Sandra, was very easy to deal with.",5.0,10 months ago
Mayerlin Miller,"Very bad experience with the seller and manager, I left very upset.  Where can I communicate in Spanish?",1.0,10 months ago
Courtney Chavez,They took great care of us. We love our new car!,5.0,10 months ago
Keith Wilton,,4.0,10 months ago
Jane Kelly,,5.0,9 months ago
Bouty Boutros,"(Translated by Google) Excellent welcome, good advice from the seller, good knowledge of the vehicles offered. …",5.0,9 months ago
Rizza Jose,It was very smooth and easy and very understanding. Lefie helped me through the whole process purchasing my first car on my own. I recommend her for anyone wanting to buy a car and I will be back someday!,5.0,9 months ago
Patty Chang,,5.0,9 months ago
metals recy,We meet with Mr. MICHAEL GALLARDO. He treated us with respect. We like to get more new cars from This Honda Dealership in future and like Mr. Mike to help us buying here. Thank you Mike.,5.0,9 months ago
Nia Johnson,,5.0,9 months ago
Jennifer Lewis,Drove in without an appointment and was immediately taken care of!! Jenny was fantastic!!,5.0,9 months ago
Martin Borjas,Bought a used car and I wouldn't recommend  getting one from here. Have had my car for about a couple months and finding more and more minor problems and one bigger problem. I test drove the vehicle and did every check I could upon seeing …,2.0,10 months ago
Fawad Sultan,"I had a chance to work with Ali as a sales rep, he was v profesional and expericened.",5.0,10 months ago
jackalene kouhi,"I have leased my last four or five cars through Concord Honda, and before then, I purchased all my Hondas through them. I've had a total of 8 Hondas so it's fair to say they're a good, safe and affordable bet. My lease came up and I was …",5.0,10 months ago
Aqib Ch,"I just had the best experience with Ali Maloky at Concord Honda. Ali was efficient, knowledgeable, honest, genuinely a nice guy, and truly a professional. Ask for him only!",5.0,10 months ago
Mikayla Anaya,I went in to buy my first car from Honda and was helped by Ace. By far one of the best salesmen I have ever dealt with. He made sure I got what I wanted and was happy when I left. Super happy with my new Honda Accord! Anyone who is looking to buy a new car head over to Concord Honda and ask for Ace!,5.0,10 months ago
Victor Joaquin,,5.0,10 months ago
M. Hussaan Irshad,The car I bought was not cleaned well. It heard that service section didn't cooperate with sales people.,4.0,10 months ago
harry gloth,"This my second vehicle purchase with Mr Pena ant concord honda. His customer service is exemplary, and I feel like the experience has been a pleasure. Mr Pena works hard to make sure the customers needs are addressed, and even after the …",5.0,10 months ago
Silver Gutierrez,,5.0,10 months ago
yolanda calpito,"The technician, TJ, is very courteous and attended to us as soon as we get to the service center. The job was completed within the expected time frame. He made few recommendations but not everything was done. It was our choice not to complete it all. Will go back sometime to complete everything . Job well done.",5.0,10 months ago
Elena Espiritu,,5.0,9 months ago
Thadius L Vinson Jr,,5.0,10 months ago
Carol Morgan,I went in with an appointment to have a warranty part replaced. That went very well however within 2 minutes after I left my tire pressure light went on so I immediately returned. One of the guys who checks you in asked if he could help. He …,3.0,10 months ago
Stacey Sand,,5.0,10 months ago
Viridiana Gutierrez,,5.0,10 months ago
Summer Gomez,"Chris was a pleasure to work with, we got the car of our dreams, it was priced extremely fair, and the facility was clean. I only knocked off a star because from start to finish it took us 5 and a half hours to buy the used car with no …",4.0,10 months ago
Kay Ashaolu,,5.0,10 months ago
Jahna Maramba,,5.0,10 months ago
Ch Zeeshan,I would recommend anyone to go to Concord Honda for a new vehicle Lease or Finance. …,5.0,10 months ago
Jason Daugherty,,5.0,10 months ago
Alanis Lara,,5.0,10 months ago
Premendra Goswami,Excellent service! We're very happy.,5.0,10 months ago
Tricia Hoekwater,Leo is great to work with.  Listened to our needs and suggested vehicle for best fit.,5.0,6 months ago
Daniel Philapil,"I have an 2001 accord with 130,000 original miles. I requested an oil change and a vehicle inspection.  We just got back from a road trip to Idaho, so the car needed it. The dealership service people were awesome. I told the greeter this …",5.0,6 months ago
John Machado,"Timely, efficient, professional staff.",5.0,6 months ago
Shane Singh,,5.0,6 months ago
Tina Luk,,5.0,6 months ago
Chris Hernandez,,1.0,6 months ago
Julio Sierra,,5.0,6 months ago
Ivan Omictin,,5.0,6 months ago
Angella Jackson,,5.0,6 months ago
Jadenia Cometa,Jessica Zhao and Glenn Cruz were AWESOME at helping me upgrade my car from a 2019 Honda Civic HB LX to a 2020 Honda Civic HB Sport. I truly admire their hard work and dedication!,5.0,6 months ago
Rohan Singh,"We had a great experience at concord Honda. Staff was really friendly and helpful. Manny, Prabh and April helped my wife who bought a new car from their dealership. They were amazing, super helpful and they go out of there way to help out. …",5.0,6 months ago
Ravi Karki,,5.0,6 months ago
Karesha Goodman,"In and out, provided excellent service.",5.0,6 months ago
Kathleen Chabot,Very courteous and friendly staff. The purchase was a very good experience!,5.0,6 months ago
Edgar Acosta,,5.0,6 months ago
jrecto007,Sandra was very thorough and knowledgeable. She set the standard for professionalism and customer service. 10/10 would come back in the future.,5.0,6 months ago
Mikaela Garcia,So happy with my new car! They took there time to get me the lowest apr rate/payments that I could afford. Very happy with my experience!,5.0,6 months ago
Michelle Breuker,,5.0,6 months ago
A. Ben Cabal,,5.0,6 months ago
Lance Johnson,,5.0,6 months ago
Jacqueline Hanley,"Excellent service, thank you",5.0,5 months ago
Sara Leon,"I was very pleased with the service rendered to me and my friend. The sales person, Ali was very very pleasant, his whole interaction with me was very calm and gave me exactly what I wanted and there was no going back and forth. By far, the best experience Ive ever had in buying a car.",5.0,5 months ago
Gika Rustia,,5.0,5 months ago
Edwin Balot,,5.0,5 months ago
Hiroshi Manabe,,5.0,5 months ago
Cyrel Perez,,5.0,5 months ago
Kathya Estrada,,5.0,5 months ago
Leah Nalubwama,"Very wonderful staff. When I was there I received a lot of help, at first I wasn’t sure of buying a car but i ended up wanting to get one. My salesman was called Omar and he was very helpful, he went above and beyond to help me get a good …",5.0,6 months ago
Azquena Munoz,"The sales rep who helped me was amazing!! I had called that same morning to find the color and model of car I wanted and he made sure to have it there for me when I got there. Smooth easy process even through this hectic time, they made …",5.0,6 months ago
Dominique Tafao,"Karim Tabellout has walked me threw the whole process of signing for a new car. I was hesitant due to my credit score that’s not the best, but he reassured me that he will find me the best possible way to get exactly what I’m looking for, …",5.0,6 months ago
Sue Mingear,,5.0,5 months ago
Antonio C Marroquin,,5.0,5 months ago
Santiago Pinon,,5.0,5 months ago
Sam Seeno,,5.0,5 months ago
Adhithya Ravipati,,5.0,5 months ago
Cjay Conde,,5.0,5 months ago
Shashidhara Murthy,,5.0,5 months ago
Margie Flores,My experience was the best one I could've had. I had a very tough situation going in to honda yet the sales person Karim made it worth it. He helped me so much in the process and even made the whole experience easy. I highly reccomend him !,5.0,5 months ago
Ben Wright,"Was met as I drove in. They had my vehicle info ready, walked around the car to get some basic info and then took me to the waiting room. I was told it would be between 1.0 and 1.5 hours. After an hour and fifteen minutes he came and got …",5.0,5 months ago
Jeanette Tarantino,Handled my repair promptly and politely,5.0,5 months ago
alberto rivas-negron,"Great Service, Great team!",5.0,5 months ago
Alex Alvarez,"I’ve been here before to get my car serviced but Sandra Saucedo was the best advisor that I’ve experienced! She was so helpful and exceeded my expectations. She helped me get the best deal, and I felt like me and my car were in good hands. I will definitely be back because of her!",5.0,5 months ago
Rafi Petrossian,the service was very good and they finished on time and had a nice experience with the Wasif was very helpful and knowledgeable,5.0,5 months ago
Kayci Edwards,,5.0,5 months ago
James Barrios,,2.0,5 months ago
sherif saad,,5.0,5 months ago
Nicholas Selby,"Friendly salesperson, took the time to show us minivans during social distancing.",5.0,5 months ago
John Justo,,5.0,5 months ago
Yevgeniy Uminskiy,,5.0,5 months ago
Jessica Howard,,5.0,5 months ago
King Milly,Great service as always !,5.0,5 months ago
Adin Hernandez,"I had the easy fast experience with Ace, Roy, Nick and Chris they all helped out with helping me find the right car in my budget. Got me a great deal! They we're very nice people to talk to and tell them what I wanted. Couldn't ask for a better experience! Thank you guys!",5.0,5 months ago
Mike Garcia,,4.0,5 months ago
Liezel Marfe Dumapias,,5.0,5 months ago
Luis Torrez,,5.0,5 months ago
Jose Sánchez,,5.0,5 months ago
Nia Johnson,,5.0,5 months ago
D Adams,"After shopping two other local Honda dealerships, which we have previously bought, we found a car that matched what were looking for at Concord Honda. We had inquired online and Mo responded promptly and was eager to assist us. We were …",5.0,5 months ago
Wyvina Dock-Flowers,"Sandra from the Concord Honda service was awesome and very helpful to my fiance and I. Answered all of our questions and even broke the explanations down. I love that she's detailed-oriented. If you need service down, I recommend working with the service advisor, Sandra.",5.0,5 months ago
Andy Smith,"Jenny Herrera was my service advisor. She was professional, kind and very helpful. She was outstanding! I’ll be back because of her great service!",5.0,5 months ago
Sara DeBord,,5.0,5 months ago
Neha Kahlon,,5.0,5 months ago
Khim Norver De Guzman,its almost 5 months i bought my honda hrv 2020 and this is the first time to oil change my car when im going inside their service area somebody come with me quick and assist me for my oil change..felipe maramba assist me for my oil change …,5.0,5 months ago
Jeff Roubal,Everyone was friendly and professional.,5.0,5 months ago
Scott Brooks,,5.0,5 months ago
Ingrid Mckenzie,,5.0,5 months ago
Mariah Vincent,I had the smoothest car buying experience I’ve ever had. They made sure to get everything I had asked for and had it ready for me prior to my arrival. Strongly recommend this location,5.0,5 months ago
Leonel Aleman,Because all the people work there ist very nice..,5.0,5 months ago
Uriel Cohen,,5.0,5 months ago
Melissa Rea,,5.0,5 months ago
panda fishing,,5.0,5 months ago
Shannon Waller,"I love this dealership.  They gave me a fast (no haggle) competitive price online, were quick with the paperwork when I went in physically and Mike Gallardo was super friendly and professional, taking his time and answering all of my …",5.0,5 months ago
Mimi B,,5.0,5 months ago
Ernesto Guerrero,Jessica was awesome. She never made us feel pressured or hurried . She explained in detail the options to finance the vehicle . In our 30 + years of car buying experienced. It is the first time that a sells associate when into detail …,5.0,5 months ago
Jason Greer,Excellent Service and an easy car buying experience.,5.0,5 months ago
Francisco Flores,Wasif is great he always care of my business!,5.0,5 months ago
Susan Naretto,"Hello,",1.0,5 months ago
Silvia Hernandez,No pressure easy going place.,5.0,5 months ago
Anabel Acosta,,5.0,5 months ago
Milka Price,"If I had known, I would not have bought the additional service maintenance package.",3.0,5 months ago
Jessica Hoyt,,5.0,4 months ago
Doug Childers,,5.0,5 months ago
D Smith,Awesome service every time!,5.0,5 months ago
Joseph Kalasardo,Great service. Informative and finished in a timely matter. Thanks.,5.0,5 months ago
Juan Juarez,,5.0,5 months ago
Mark E GOTVALD,"My alternator went out and I don't think it requires a $190 diagnostic to determine it...$1400. Then, I picked up the vehicle and could not accelerate, so I had to turn around and immediately return it for service...another $190 diagnostic …",1.0,5 months ago
Shauna T,,5.0,5 months ago
Sarah Kline,All are wearing masks and handled everything gently. Lots more people there than expected though.,5.0,5 months ago
Margaret VanDenBaard,,5.0,5 months ago
Jose Uribe,(Translated by Google) Worst !!!!!!,1.0,5 months ago
Kimberly Jossey,"I went into Concord Honda this past weekend to look at a HR-V. I had been emailing prior with Ali, setup time to test drive and talk through specs. Ali was amazing to work with. He had the vehicle I inquired about prepared upon my arrival, …",5.0,4 months ago
Ron Petty,"Excellent service, low-pressure sales. I had a very good experience purchasing a new 2020 Honda Passport. An all-around great car buying experience!",5.0,4 months ago
Tung Nguyen,,5.0,4 months ago
Joe Greene,"Second deal at Concord Honda. Excellent service again, and best deals in the area.",5.0,4 months ago
Keala Van Dyck,"I had a great experience working with Cristina at Concord Honda. Although I couldn't make it work with my current financial situation, she was so incredibly helpful and worked really hard to give me as many options as possible. When I'm ready to purchase my next Honda, I will not hesitate to contact Concord Honda.",5.0,4 months ago
Christophe Borg,Awesome service! Kenji is great 👍🏽,5.0,4 months ago
Juraj Voloch,Always getting best service for a decent price at Concord Honda when service scheduled with adviser Wasif Khan. Not only 100% satisfaction with the service itself but many times advises and support beyond the service paid.,5.0,4 months ago
Anantha Keshava Belur Sowmya Keshava,"While sales and facility is good, service team doesn't give proper time estimate.",4.0,4 months ago
Adrian Ramos,"Lack of preparation, notification, personnel, and follow-up.",2.0,4 months ago
Toni Keosian,,5.0,4 months ago
Yilin Xu,Don’t come here if you want to buy a new car. I ended up purchasing a car for a much higher price and they even pressure me to purchase the extended warranty. Don’t trust the positive reviews and don’t come here,1.0,4 months ago
juan alcazar,Great and friendly service,5.0,4 months ago
Wanda Blake,"I felt like I got a personal full service package. Each person in my car buying process was very professional, took time to make sure I understood, ""all of the paperwork"" and when I received the car - explained all of those ""buttons"".",5.0,4 months ago
Dustin McDaniel,"Every other dealership I've dealt with honors coupons and specials from other Honda dealerships. Apparently not Concord Honda, they only honor their own coupons and specials. It took over an hour and a half for my oil change to be …",2.0,4 months ago
Jenna Hodges,"Karim and Chris were amazing!! So glad I was able to upgrade my 2016 Kia Forte to a brand new 2020 Honda Accord Hybrid. The process wasn’t filled with any pressure, and they made everything go very smoothly!",5.0,4 months ago
Colleen Chavez,"Hi, Felipe Maramba was very helpful and attentive at my A1 maintenance. He answered all my questions and ensured that I was promptly contacted when the service was completed. Great job!",5.0,4 months ago
Andrew Robinson,"Took over 4 hours for a oil change, but nice service.",3.0,4 months ago
Isabella Flores,,5.0,4 months ago
Raj Pandey,"I feel great, the young energetic guy ""Prabesh"" worked excellent. I am really impressed the way he worked for me also special thank to manager with last Singh( sorry I am unable to pick his first name.)",5.0,4 months ago
Mariam Aslai,great customer service 5 star,5.0,4 months ago
R C,How many 5 star one-time reviewers that seem strangely similar can one place have?? It is so obvious half of these are fake reviews. I’ve never been here and hate Honda’s so I’ll never go. Just needed to add some balance to these reviews.,1.0,4 months ago
steve Monroe,Wasif Khan once again provided excellent service,5.0,4 months ago
Goddess Jonelle Alleyne,"Everyone here is amazing. Ali, Manny, and April made my day and helped me walk out with the car of my dreams. I'm so glad I came to Sonic to purchase my new SI.",5.0,4 months ago
Dawit Gizaw,,5.0,4 months ago
Milton Ashley,,5.0,4 months ago
harika vellanki,,5.0,4 months ago
M Mcy,,5.0,4 months ago
Paula Eubanks Major,"Service was excellent. I received information about my next service that is due,  and will be able to prepare for it. Missed the coffee and donuts !!!",5.0,4 months ago
Ana Munoz,,5.0,4 months ago
Mac Cane,,5.0,4 months ago
Sarah Escosa,,5.0,4 months ago
Jordan Mitchell,Made an appointment for regular service with Jason Leano. Everything was explained perfectly and the service was quick/efficient. Definitely coming back for my next service.,5.0,4 months ago
santiago mota,"Attentive, fast, and great service. They met all my needs and fixed an issue I had under the car. 100% satisfied.",5.0,4 months ago
Deb McSherry,People were pleasant and social distance was maintained.  Great experience.,5.0,4 months ago
Sal Riccobono,I have insurance for my keys but I had to put out of pocket $214.00 now I have to wait for my money they didn't tell me when I purchased the insurance,1.0,4 months ago
Aleyda Ortiz,From the day before I called Kenji Dupuis to do the service to my CRV he was very accessible and flexible. Kenji attended me kindly and friendly. While they were doing the service to my car he detected another problem and he solved it without any problem. This guy is awesome and very professional!!!,5.0,4 months ago
